region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points,month
10000018,The Spire,13170549768664.145,904629964.7947,11628094251725.027,900520815.7512,776208080659.0,237939519810.35,373209156361.9449,9754920949.69,1271140873508.3867,983794061.0756,0.0,202503
10000020,Tash-Murkon,57712461338748.71,6698692192.8287,56740906578964.81,5365984879.8144,170223009165.0,279148340019.65,1572720791577.3547,2265703121791.77,722437389783.5211,1324467995.6135,135707265.0,202503
10000021,Outer Passage,7730106289904.438,456759647.0755,8345701416017.061,552267823.4165,612531814079.0,172557380702.76,1283717157534.4255,167278000.0,1007932226616.293,900808712.1729,0.0,202503
10000022,Stain,10034929065932.166,586459167.0922,11610512246878.783,757380671.0785,291937996302.0,462008658335.21,2195316866364.4011,242456245791.68997,379448819210.0073,1428980611.7983,640132006.0,202503
10000023,Pure Blind,31532408241040.484,3544122092.9737,32252001249744.59,3876219369.4467,827463488802.0,848797125600.14,2649612764623.863,1372481569245.04,893251514927.9451,2437822950.8895,504684034.0,202503
10000025,Immensea,38137111770625.59,5528780226.5285,46629496501896.41,5389433845.139999,3885600257941.0,954954401473.58,18379028863901.293,15877578880.6,2963891263843.7427,3447773633.4237,0.0,202503
10000027,Etherium Reach,30257543192797.12,2490506299.1016,33809531458574.977,2474046122.6948,1261627631466.0,621404140664.5,4191061553889.474,578018492843.3701,1658945498420.243,2517571784.0112,0.0,202503
10000028,Molden Heath,26808429666283.68,3219749196.2233,26573307230412.945,2736624519.3343,125050350878.0,183667557138.98,824569239868.8586,623576701468.5,350807054010.7299,603464536.4423,385984336.0,202503
10000029,Geminate,100606678809470.95,7231177575.333,88432366822634.62,4890574516.2656,1599111039044.0,1050966996812.11,1570226273663.8577,195122861852.29,513816907304.20776,937052429.9057,0.0,202503
10000030,Heimatar,129422825286063.16,13636394427.6631,122195160687062.02,14134575386.8083,202690325188.0,1162150577380.01,2047731794063.9624,8064422314166.969,671919043028.3463,664447458.9453,154704827.0,202503
10000031,Impass,28205068002567.84,2774968015.4369,27005864475052.74,3608050755.7394,1896430328630.0,675720521366.19,2106003643344.0056,216693489889.49,2570467640950.656,2693012541.5248,0.0,202503
10000032,Sinq Laison,248395842251148.2,21671249715.1278,239236452176282.16,20809012664.4066,263556407741.0,1526917127427.09,9841260085528.545,18535675582461.824,972085763735.3073,1597966373.6976,140070360.0,202503
10000033,The Citadel,349206190218591.6,33948699866.4705,343201855874133.1,30477631089.9988,328223075047.0,2406920860909.29,20699974872718.0,4760129636254.709,599453420396.8179,1290332626.6783,249488965.0,202503
10000034,The Kalevala Expanse,93104379694140.72,5456973201.3477,91787656222942.0,4966690335.7821,2939196537724.0,1008934462298.49,4527504402956.888,13350942882.97,1609855937030.2954,1708749462.5555,0.0,202503
10000035,Deklein,7366274766779.995,1567879486.1312,8178471503832.674,624691479.0339,1522353853320.0,440566247979.45,9057829125727.836,371301762351.99005,678377600806.9904,927992266.5613,0.0,202503
10000036,Devoid,76860383784983.23,7917447266.7702,78161397008436.03,8164346615.5977,41486798558.0,360675642474.31,380395846336.022,800273679853.5797,437695016979.1762,1751283936.3742,34532917.0,202503
10000037,Everyshore,37190136790428.29,5876466211.7895,30935350684018.05,4636322388.9649,113697498120.0,202403516352.56,1598022254434.0786,1734955942381.98,570000324378.793,1394176722.9397,84386040.0,202503
10000038,The Bleak Lands,22561198567966.145,2428359958.836,21821250134484.145,2139871327.97,26288629051.0,888394102140.29,4822302698925.433,332654461038.0299,105911231131.21423,104680506.2953,226120606.0,202503
10000039,Esoteria,27289646718387.957,2236094631.6538,19911219282928.125,1645132913.4158,2003106052894.0,512272088396.05,2157310613296.772,158507444218.96,1195530487334.1074,1044507980.127,0.0,202503
10000040,Oasa,31261972964162.742,2921264365.8962,24436899861443.9,2033834824.0777,657782554357.0,243872174056.39,11579283668789.885,3779759100.0,1204158803707.1553,2504180868.1516,0.0,202503
10000041,Syndicate,25197569114532.57,3092056577.7567,21640700012443.32,2962312847.667,130821686822.0,490217501073.64,1091357023652.014,623743864748.05,334527962310.53644,840150524.3062,178544282.0,202503
10000042,Metropolis,176261961237098.84,17236117182.4987,176522907605591.8,19599618885.688103,1187852336197.0,1612545118323.83,3785858003779.381,11663722382817.27,1029220045515.1172,1147571581.0581,1600089197.0,202503
10000043,Domain,195823318317542.97,16731236510.2545,197275780319301.56,19537862735.301,258958922383.0,763826564765.66,4120149978240.1714,62427837750060.914,1421216979989.9475,4239848810.0432,158418530.0,202503
10000044,Solitude,41703097845771.6,2297879174.1925,38657285097923.67,2173696033.868,42277195616.0,183426901627.37,350178732701.455,262147027307.46,255419883520.2248,484203212.879,11631048.0,202503
10000045,Tenal,4915798540404.714,159441243.31399998,4287005561067.353,226590594.1432,1729023447028.0,235972225094.01,1396543103233.1882,38936168862.6,412299269822.1653,474884178.782,0.0,202503
10000046,Fade,8164868169884.059,868578766.641,2273079628422.9883,175607122.3585,423313684074.0,135942846716.69,252096840120.8025,7573388375.48,193145084048.21808,575110787.0117,0.0,202503
10000047,Providence,17502867118105.947,1051772188.0332,20481061287061.938,1508700518.2942002,785399436313.0,983615059671.9,1797508201274.2834,316375168858.86005,657881953923.4863,1608612746.6351,0.0,202503
10000048,Placid,70961390360855.72,4375423558.0642,67427181992862.66,5676740016.654901,83668216587.0,1616658693660.65,1180511016867.4253,1130756732858.82,389653083452.0914,818487343.9725,756558011.0,202503
10000049,Khanid,56297661311941.52,4241607223.8415,53677647086430.95,3900448509.0827,40439109426.0,267632697018.65,359068593288.5703,1356742966794.84,830036189133.4845,2411119309.1493,16555269.0,202503
10000050,Querious,45675890844399.5,3586206493.3327,42133036785725.07,2742893741.3115,2977878102286.0,929736569009.3,4316144388594.974,1029929276266.2296,1157282136819.0154,2557577208.5195,0.0,202503
10000051,Cloud Ring,31185039651010.45,4456492691.3484,32805466732669.7,4889016346.0839,265664520439.0,444760922196.08,520608525177.2405,90497000710.54,426988984504.2644,596172917.44,0.0,202503
10000052,Kador,64954395232517.04,5853309661.2035,60774958892785.95,3553343934.6358,192765375528.0,308466697743.48,1150524574802.2278,748659407810.7899,744392706440.6498,2729000841.8174,131121809.0,202503
10000053,Cobalt Edge,8092886047604.813,718188782.0522,5356013458294.24,371931835.451,361487236497.0,124198110423.05,2523399405863.789,3500561654.3,894393063316.9469,1048185148.6073,0.0,202503
10000054,Aridia,13265787895901.955,1002749284.607,10426390250026.615,1113592482.449,74722384471.0,504878571469.08,544326125803.5416,748703017338.6398,1047974926586.2042,697344008.498,228269470.0,202503
10000055,Branch,7262834358144.203,367106873.2337,6169781162191.121,327651238.67770004,3046772004573.0,367284889538.36,3182905522775.096,116529356788.03,607798152159.3247,1644517651.7327,0.0,202503
10000056,Feythabolis,10506598662616.68,817225845.3126,13004601696826.55,1365685669.6791,1330659112538.0,376662151370.49,150543777595.4529,190365167610.64,761936447165.5209,1717622079.7225,0.0,202503
10000057,Outer Ring,12271680911956.582,543137929.891,6430189745763.694,623103141.985,52768890736.0,65647237237.29,1054794417448.837,744916744576.1001,68546001304.05867,85758248.8449,17423741.0,202503
10000058,Fountain,31009100750553.97,3430028717.5375,50850817604068.26,4147363543.7822,4511225435365.0,1560104605994.35,20645138241218.223,13671662553872.746,2890465616577.97,3780680817.7009,119816923.0,202503
10000059,Paragon Soul,12528289331407.36,928039993.1507,13428163905025.137,1102861166.6359,616609285902.0,144429787072.53,2279441348141.3486,548427355745.1101,172141947038.82327,437129824.9213,0.0,202503
10000060,Delve,35811898831607.14,2188765644.872,29504644592119.195,2390810557.3468003,1579433730069.0,1670187214376.71,3920718678937.294,4822248455034.701,433574706365.1324,547167016.3145,951098216.0,202503
10000061,Tenerifis,88880091189672.84,11392755234.2207,107974395516481.69,10099840827.8577,1473641040020.0,911564189787.14,10666988574477.742,33119883219808.445,1816592480265.5403,2649062283.3484,0.0,202503
10000062,Omist,2002252016793.169,284345557.1122,4632696542182.352,304562919.1412,403052471625.0,195560067168.34,1111767873142.6768,263350018306.70004,351713449387.6172,284745854.6665,0.0,202503
10000063,Period Basis,9633120029471.68,448362087.032,12008030198459.3,612178240.2932,2789810205013.0,510698992362.11,2540492697598.521,597410820794.64,304727447369.8476,111529183.8498,0.0,202503
10000064,Essence,208214036141455.4,21587827691.9652,203590554435182.38,20882143003.0904,136183581636.0,1339803779188.41,1797103376134.528,3910607737145.44,726872933497.1301,1679945952.2961,790795538.0,202503
10000065,Kor-Azor,62181578913849.58,6644982767.626699,60486121760713.79,6955394643.9397,182180297300.0,255170927309.99,639722992128.9734,2081081770320.41,342346163472.62384,375718778.1316,36095477.0,202503
10000066,Perrigen Falls,64456572167295.4,5509459761.1586,90542902403911.31,7698275645.796801,3099434119661.0,1341724268309.2,11085711328416.87,34244655573857.168,2529821413923.818,1400156955.6303,0.0,202503
10000067,Genesis,202833393929707.25,19504672089.4319,204051085081131.6,20182489642.1412,205710372978.0,975212970470.96,1447688433975.6274,2696299733377.6704,490929777712.8927,806840939.2563,164298629.0,202503
10000068,Verge Vendor,34830083234881.05,4222168890.9000006,36035163423659.82,3777939320.9144,76232996815.0,113667254059.92,910615216052.0958,1716606736971.57,422850364046.7639,550503839.2646,59669503.0,202503
10000069,Black Rise,31760506406260.02,3438601532.7079,37331455521987.59,4299633874.7945,45769217269.0,590917248241.67,3494543453490.1025,463982020791.18,307194247489.0551,494581037.6061,36822899.0,202503
10000070,Pochven,30617016532251.83,537698743.6487,26211457172499.95,609331949.5826,1754220058.0,2102248019342.5,44947831908.8689,318147593025.51,175449327782.62436,32877532.2114,0.0,202503
10000001,Derelik,92031359043275.72,10068541367.7365,80414438730012.45,8399884629.3507,65769724602.0,527033712693.01,766568923078.7948,2033289841506.2493,886711761121.9548,1232498724.0653,54997248.0,202504
10000002,The Forge,451578115175808.25,36343634617.9903,489194191882744.8,46149502836.6791,472947250203.0,3293316005788.49,25501044604723.67,828074485503004.9,1046682725436.018,2127565041.8278,399129658.0,202504
10000003,Vale of the Silent,42739901885248.86,3382651868.7718005,46229721414522.89,2847626962.8471,5287753705734.0,2290535287009.25,22535096560853.88,11000006943135.79,3543154920634.891,5599211477.676,0.0,202504
10000005,Detorid,13014732361446.66,939691410.7352,13954659435459.484,1152113947.3912,389246344639.0,352542479903.41,1589575589292.308,475454695585.98,1091415943001.14,591380222.8899,0.0,202504
10000006,Wicked Creek,8179648471622.358,535195755.9189,8202385601756.864,546892583.2949001,248775612076.0,183110604721.98,47823243632.3096,1701296750.9,110307292056.03856,16228955.1123,0.0,202504
10000007,Cache,7276062444856.159,574117926.703,6408392778372.296,378594392.264,1237625156340.0,385056076326.04,1194163189866.629,288852625334.06,398248333549.16833,527555590.8712,0.0,202504
10000008,Scalding Pass,16263075878900.914,1958007162.3576,9608955932392.734,1099125811.7248,286003735910.0,555110696126.32,130771558164.0911,13841990844.01,166451414991.84445,46765047.2048,0.0,202504
10000009,Insmother,11331458659347.22,986524595.4991,17006824213148.557,2195125488.9051003,1986572617983.0,487464466277.54,477410553425.858,126932825804.21002,685366685217.464,1084843841.6204,0.0,202504
10000010,Tribute,28743266807793.77,2822341451.7014,30387003970877.285,2126986925.9622,2433475209794.0,707593697855.4,6979710996609.574,2526820381.0,724805659135.8171,1631887543.2327,0.0,202504
10000011,Great Wildlands,16079845453046.145,1640228534.8487,17450259711592.66,2042747765.7817,26130240896.0,297124390284.3,263132864836.0696,55235898007.460014,254514641571.8424,448739132.5058,1578839.0,202504
10000012,Curse,25904051032905.98,2151261927.7409,28485189696305.28,2756233357.0771003,103838379071.0,279093955985.24,318940245714.7393,195789729177.42,44801087817.45928,22214498.4348,364306020.0,202504
10000013,Malpais,25442833193102.266,1771043954.4375,27144194245571.555,1685492596.3985,1203028180366.0,255666126781.76,8151348924920.713,319494853781.02,1287844311353.871,992810199.6946,0.0,202504
10000014,Catch,99639128642194.95,7022596419.233,101685286987854.8,6647188248.486,2417716444502.0,1227632584889.45,10766666846420.248,86880664911.09998,696637784120.0148,790649007.6155,0.0,202504
10000015,Venal,23300313613520.297,1056138509.9469,18348068434500.93,1275189933.2279,398186518058.0,375538624365.94,252635074061.516,197256021082.89,183987519265.0604,191255873.4196,846908220.0,202504
10000016,Lonetrek,284481302995025.4,31471574890.7038,270154276800742.97,26133362790.1302,534142564569.0,2121888361465.52,17552728045129.389,18152489074458.49,842937157656.4435,1253606655.4835,3454000702.0,202504
10000018,The Spire,10971247787005.01,771883667.3924,10012389570850.674,770816370.2050999,566354933978.0,126052984384.91,269184529334.3312,11266530693.57,1010371863497.304,866334129.0698,0.0,202504
10000020,Tash-Murkon,51693198881761.24,7372353800.2552,48157125830883.45,5785622433.307,175479561550.0,194625402835.66,1495950210546.0044,2860644898884.3696,638547907611.6416,1026005972.349,130271060.0,202504
10000021,Outer Passage,5352524686098.858,429598957.17019993,7572115846354.178,519730294.4052,467048211134.0,155226511829.13,1569055446613.5178,1079209787.8,788695550386.1824,639953939.7003,0.0,202504
10000022,Stain,10208785525122.523,728960440.1719,8302110838861.652,718237146.2153001,243207947467.0,386320761331.0,1429331508333.7634,167874311192.19,285399448801.3033,665898957.2857,554631467.0,202504
10000023,Pure Blind,29500829384613.52,3923974721.938601,34152005093579.902,3941689255.4913,632684312012.0,2046539734732.13,2675598721630.566,1723346540128.4998,848506431293.6727,1056851024.7359,539903972.0,202504
10000025,Immensea,45131017537420.125,5202044418.9107,46452935742967.87,4486707478.3617,3395263169050.0,871182798367.31,20990037235230.152,15442790962.7,2985609757323.779,2810892820.2098,0.0,202504
10000027,Etherium Reach,40654908593372.93,4353358123.2397,49264964522638.98,4596045630.6186,1047311438360.0,810785331257.17,4299040545777.271,485425881409.3201,1423083025045.0322,1917805628.2798,0.0,202504
10000028,Molden Heath,25666593003874.523,2959031354.1504,23770353256248.93,2333408936.3984,103822522162.0,239593345712.09,1080202724180.6042,624939772271.2001,310986792711.6108,540777040.4125,299405469.0,202504
10000029,Geminate,101691153719315.2,5033548906.2079,99561093689622.36,5270670398.6082,1076757228968.0,1743492952221.3,1083152968235.8536,66869629097.21,303726517795.88586,511127340.6214,0.0,202504
10000030,Heimatar,119132955566982.95,13972653735.0276,120404719474036.52,15195521672.3424,214253644819.0,1251459648732.07,2032859360770.3909,10038712517785.111,577882003642.7124,642282486.161,221936965.0,202504
10000031,Impass,25453663676388.137,2093322303.0966,24961566079731.05,2991242581.1926,2282117267974.0,501992895607.83,2338912072366.118,362246869780.42993,3015231801966.245,2066507083.0788,0.0,202504
10000032,Sinq Laison,256454601016640.72,21327040038.4766,245889064577628.75,20538555746.7138,259958650786.0,1745137501552.68,9042381915339.48,19300142940256.82,837874438799.5779,1199653281.6236,139954458.0,202504
10000033,The Citadel,354297123920540.4,32998765686.5341,342702211842282.25,30469966475.444,308073577403.0,2175455068601.09,19601864664627.53,3991293834485.7695,575369711957.0063,1247408629.2113,189705956.0,202504
10000034,The Kalevala Expanse,107182398338606.4,6822107569.0836,103908640771776.31,6133365060.689099,2496189305527.0,1218828020374.3,4487851396924.489,12283063172.110004,1705910404242.5508,1406816312.1113,0.0,202504
10000035,Deklein,9192504200405.734,2342075293.1822,9463651288073.877,516314463.4202,1418899553575.0,459452332037.74,9717166559507.572,385107259654.2,661405333914.497,831014569.1234,0.0,202504
10000036,Devoid,70481529721258.81,8019961483.9473,72221681193975.16,7617608677.6815,51918679983.0,247683373497.38,308090894101.3143,668065843463.5199,460918000428.9295,1638714342.5769,38064033.0,202504
10000037,Everyshore,38929289454848.63,4973665821.1065,31624804067289.832,4442485638.5645,124102398207.0,237256932495.26,1521105938992.5835,1640007386726.35,522271796783.4088,1192700188.5441,89317837.0,202504
10000038,The Bleak Lands,29514601147188.8,3943326943.3083,27401257833048.33,3163563334.7063,27891526131.0,708679245914.98,5262092960220.694,236959541660.7,153486755848.34747,102195062.0645,271906952.0,202504
10000039,Esoteria,20320244740617.145,1748557682.2839,18504433106793.47,1454767556.3654,1900489813608.0,420612165218.58,1514674968886.6245,133345876965.53,814231411977.0355,608466025.8272,0.0,202504
10000040,Oasa,25683087578507.816,3338855285.4647,19188688992743.4,1866799398.2587,553825703607.0,215671445900.99,10867674441208.082,2843816375.0,1196734758451.8635,981551058.9123,0.0,202504
10000041,Syndicate,12747311135899.8,896319260.7564,10778846805263.074,804910495.8489,122208383718.0,308352327942.53,528199875237.8479,501837438622.54,289588880113.55554,525526169.3773,202561186.0,202504
10000042,Metropolis,180736774207196.8,17872583340.9946,162554652337497.75,18359923538.8662,1105588516718.0,1474472656809.96,3348011109764.125,12040468556679.8,834467750758.9626,934474606.002,1594273845.0,202504
10000043,Domain,197256858717228.25,17901505681.9081,207415785526653.2,21492414848.9652,259303513584.0,630636788422.83,3376274658859.473,62255939903068.05,1401671453650.4375,3429787599.2187,134073460.0,202504
10000044,Solitude,51582719736445.84,1756877185.8817,46470658926573.29,1839642575.5792,34886833893.0,143931792262.95,558509323702.2173,323534769207.23004,246713222583.18823,323724212.5901,8709664.0,202504
10000045,Tenal,5081676636103.379,161064297.3272,5128823741179.355,268782807.83820003,1699400700937.0,169328117154.3,1824229580719.5037,53595925918.83,447503346901.276,408696724.8979,0.0,202504
10000046,Fade,4181939831265.5854,138730989.1927,3177310098189.5254,594040173.4032,321316397384.0,111906606142.21,170670060186.1134,9380677583.23,120528775754.04204,207438090.0157,0.0,202504
10000047,Providence,14327606403547.885,1030561600.0195,15095079578198.836,1531332827.0295,535711400783.0,811063920824.84,1787902928416.4707,354037468757.84,558634911315.7273,621110335.4989,0.0,202504
10000048,Placid,83797116002572.95,4388599765.5401,74493156786027.45,5340264968.0911,90282761264.0,1122834476331.72,1199842226179.3018,1050218957115.92,359885507586.2203,664553365.7452,1473677461.0,202504
10000049,Khanid,70627377490621.33,4907272920.3302,65932967084615.41,4631594264.9647,46739547387.0,305235715255.96,421266606073.4795,1363432699957.9597,733079333204.2759,1826717032.0081,14862271.0,202504
10000050,Querious,49723843170919.92,4794940368.1927,43866188836275.49,2915901939.6137,2329896478632.0,861438045681.56,3901943111009.045,1259148234718.5598,648797557872.6543,936966231.6454,0.0,202504
10000051,Cloud Ring,11849331907568.02,659703280.0895001,14834665114304.76,1271030467.6542,248943257582.0,343222828331.1,635042386282.2203,102111387769.86,342447842842.6189,355388371.0983,0.0,202504
10000052,Kador,74160538959772.5,5420558895.7908,69198622426653.21,3686193162.3427,226641749518.0,218151801960.33,1069848115654.474,793787118191.56,723078100002.3807,2195695664.0656,186708978.0,202504
10000053,Cobalt Edge,3855918611994.2256,379732258.076,3551944705319.892,383524815.3055,369237763928.0,155434808038.11,899106802941.5237,2625433339.39,700347439095.4812,516131360.8274,0.0,202504
10000054,Aridia,10109007722689.03,818364619.8373001,8796566575941.0,974089837.1443,63690417605.0,300678876515.89,636165034112.1947,903738523231.27,1177343480566.3943,658734183.0431,208113827.0,202504
10000055,Branch,8805293772931.738,477640678.15340006,6499508242066.532,309530512.4369,2166612310927.0,356138531612.63,3368102361828.632,109476258599.74,598203718986.3317,521285623.3147,0.0,202504
10000056,Feythabolis,8574305307738.854,531079457.3865,8124780070498.981,611497245.008,1388435638427.0,258554804328.77,309789675945.1458,161471903325.53003,542890919246.1256,713357180.9738,0.0,202504
10000057,Outer Ring,8489469897481.609,289490192.2655,4311445213071.808,466915876.6945,53303010112.0,68606079391.72,396658980233.07,577440349660.11,91798088111.976,36547743.0262,12440353.0,202504
10000058,Fountain,21576080400488.914,1598400780.8759,42700594392753.41,1525168071.838,4044599186910.0,1386930575664.93,21547329496114.54,9729594459400.75,2866954317858.289,2534940052.3652,139733235.0,202504
10000059,Paragon Soul,10179672204652.287,770547445.5257,14719766521651.846,1273518760.5662,997098100164.0,237903468802.73,2321068319208.6445,623369397365.4099,168093133889.58072,341005068.3641,0.0,202504
10000060,Delve,29460089411139.887,1984373315.8496,36865499995533.7,4763152740.4971,2191376033542.0,1626083247160.62,5353874475288.608,4583842299805.93,682479324983.4379,907864740.849,852693875.0,202504
10000061,Tenerifis,93353470296421.8,10351145821.3173,114333552792246.88,8409164277.426,1180890550363.0,853816849370.49,12028441914743.477,31345057811014.59,1830119464796.8928,1516465988.273,0.0,202504
10000062,Omist,2306270407716.6143,140096676.06239998,4340081986872.348,375983393.3349,381304984451.0,309079956924.36,1504828527559.769,293565145355.38995,350095335454.5374,263842787.451,0.0,202504
10000063,Period Basis,9389947884890.82,610824080.1975,7524095314455.838,459632129.6045,821702843278.0,276874767470.7,1867352704028.0293,547265508535.6498,324948934639.4413,149382402.7333,0.0,202504
10000064,Essence,207187522553994.8,21932751900.7507,204701693435819.7,21730954884.8646,109649342300.0,830436999061.45,1971940729911.682,3962073902030.01,563185860323.0245,1293609071.7514,466571166.0,202504
10000065,Kor-Azor,80646259030523.23,8266681017.1623,77135741365111.48,7773824420.356799,144451382048.0,349763873493.36,797488071848.9332,1489756767867.1104,409523812670.18585,234531287.4407,27610088.0,202504
10000066,Perrigen Falls,73290222834930.17,7041017770.2722,91423506172649.52,8841775281.76,2999172654790.0,1260416644180.64,10389687663906.045,33104568721248.266,2779131666011.674,1653246371.9823,0.0,202504
10000067,Genesis,219315917532845.7,20905827275.0942,218214190533890.0,21342855551.5756,202211049357.0,1312455681630.29,1553140995466.9058,2598944902784.9097,511790685982.5353,779567042.378,151059744.0,202504
10000068,Verge Vendor,37611077427812.52,4418126891.543,37071175688655.37,4211392805.0135,73061695144.0,135807626117.0,702740412327.1335,1375634894557.11,350157028419.0488,498184800.052,48888581.0,202504
10000069,Black Rise,32284004301047.945,3349203879.1052,35228807233461.59,4347688130.1012,47559710165.0,963400728803.71,4952082317220.205,505823145136.0099,325736545717.0381,424390222.6131,36168999.0,202504
10000070,Pochven,21985508798215.81,462700508.9904,18437968550985.35,498814377.4079,7327524014.0,1875423777970.67,32131617797.021,232811813459.56003,138710472193.25525,31041436.7559,0.0,202504
10000001,Derelik,103218827754163.66,10903746560.5357,99147815967777.6,9533837148.4388,62411907681.0,327823247021.7,668239078498.9688,1854000208842.5896,1078649104214.3434,1749748309.4284,51135014.0,202505
10000002,The Forge,467394662200766.1,39498898085.0335,507568764030130.3,46252736850.932,525134922145.0,3247935901789.66,31674616809908.62,762229504515316.2,1215500003255.2695,2487495882.8294,465748050.0,202505
10000003,Vale of the Silent,46810608268526.6,3708435567.7304,53593403976113.984,3292145514.7541,5598955947927.0,2080164654091.49,31306666558967.957,13542565088951.889,3111170668930.58,5140161651.9898,0.0,202505
10000005,Detorid,16429377606822.637,957891809.7822,18208033647444.863,1457864932.4657,482683657659.0,367441801594.15,1702427884701.7566,546830697543.06006,1171806379892.289,657859481.6324,0.0,202505
10000006,Wicked Creek,10873458633273.309,983328149.7058,7916612070360.941,661575680.9635,284830915954.0,235647814660.72,112048047187.3846,20180966963.13,156929352245.35345,96233785.3788,0.0,202505
10000007,Cache,8832968055110.535,752470902.8456,11118483904538.322,692673820.7148,1290915045459.0,431077675625.91,1086554258446.3452,265266869557.43,299481001148.1356,279887631.0261,0.0,202505
10000008,Scalding Pass,12389114863822.422,1644917035.5639,37062486767594.32,8288109376.1024,260239813216.0,681677893847.69,136996783586.2301,285603341335.41003,175131800865.39304,36104879.6679,0.0,202505
10000009,Insmother,29221705713255.816,3828009924.0753,7934323648133.857,952852384.4319,1842387576733.0,667680042834.23,511333716833.1494,98476503321.13,657929656272.6749,907577501.2786,0.0,202505
10000010,Tribute,34697147624120.48,3338474989.3848,31678357774940.164,2456403965.2678,2269218346554.0,800413270108.71,7662493278322.019,1434059988.05,547962306074.2626,1504063422.4653,0.0,202505
10000011,Great Wildlands,28384677832772.61,4012195252.106701,27143127080933.34,3854792906.8172,31648077466.0,671491737935.61,315867649959.6287,85584422784.17,207062908169.9257,219723241.7013,5902230.0,202505
10000012,Curse,57353099473463.04,9188305934.2253,51725786090538.98,9167974839.0344,122284798073.0,539607886597.66,304844329531.6919,252117112322.1,62299130307.00818,30012893.4931,566596549.0,202505
10000013,Malpais,30475277800738.688,2567288411.457,29580405187550.312,1840101504.141,1217057082425.0,477948269448.94,7724664101114.399,345321434686.50995,1248301336503.6672,959155513.636,0.0,202505
10000014,Catch,119409959756882.84,9010099093.1113,127385248766629.88,8357379585.6553,2439217988788.0,1114014037309.54,11783940407546.72,93861138218.38,1293109182999.2222,2275632628.6963,0.0,202505
10000015,Venal,21717503252869.453,1101277894.0409,18124523886491.19,1516216440.6856,492087982394.0,354360212410.86,390529293160.4585,149804390507.53995,182186098819.23087,201269750.0191,987434599.0,202505
10000016,Lonetrek,302927676697485.6,32010181269.775894,282835555617813.1,26866912786.4618,563818076282.0,2066099465768.59,18468513128247.816,19771913288213.73,922571883658.7043,1289749307.5789,3429896158.0,202505
10000018,The Spire,19099484891456.83,1186035417.1423,12248152785342.607,1215206689.3898,569570087931.0,142746606696.39,521973648692.6007,20151725782.5,1017621737782.7152,640036322.6972,0.0,202505
10000020,Tash-Murkon,50730204700094.88,8088645028.6025,46225171022900.07,5175972752.362,165751273309.0,394352371593.96,1539288551510.3467,2842084576947.0903,606479814461.1427,801518592.8975,115517634.0,202505
10000021,Outer Passage,7260392219687.059,408599815.3951,9152422305601.893,528319949.3899,445596724461.0,164585151681.32,1567647446098.9531,3328291535.01,761517697076.3114,668050531.0008,0.0,202505
10000022,Stain,10114502262897.389,690679775.7314,8154239004097.603,676159138.9978,248728002500.0,384034780363.83,1548226016897.2383,264939739378.62,264237611479.2837,570186413.0612,525666211.0,202505
10000023,Pure Blind,32306446690280.44,3863740561.6301,43786606100451.98,6395191185.5089,648189505162.0,1149085340590.61,2835642963034.764,1622938252386.6104,746431728327.1653,885532915.6887,486312512.0,202505
10000025,Immensea,72406336895488.89,11661861462.3028,69158442174099.82,10647144438.154,3431759974919.0,880622527442.84,26803467571989.92,19899363862.160004,2954798507889.01,2421495157.4099,0.0,202505
10000027,Etherium Reach,31515739025539.14,2634322613.7328,77051572415732.83,12724988898.7627,1065383424679.0,588467649685.94,3930707711188.3247,1131163567942.04,1675925006195.8374,1537368353.6397,0.0,202505
10000028,Molden Heath,31326988066033.715,3440314909.1894,28471086543081.54,2868691127.9030995,122668989504.0,465447121032.27,715278618998.4365,523018120134.32,399130655774.3276,540468341.8971,329212203.0,202505
10000029,Geminate,90810962691045.8,4456074829.45,88774823055130.83,4353598941.3105,1252957689821.0,952097796579.64,925072600113.6484,40402892722.97,386750210266.9658,321622640.997,0.0,202505
10000030,Heimatar,129588454390653.44,13937691300.3316,135687594072801.12,17192480851.1498,232744921101.0,1788333450961.17,2446648027857.3267,9870349005049.96,717557204648.447,765376688.3507,267660811.0,202505
10000031,Impass,23971233583712.96,2233237485.7285,21461793624165.81,2163434321.81,1872695353105.0,346542741955.79,2615036562684.2017,253822986680.58,2250259636841.771,1557506465.3376,0.0,202505
10000032,Sinq Laison,242099643726997.38,19720164355.5829,233534050611229.3,20188446337.2929,271057644193.0,1679965429757.94,9361438049427.734,22105280052430.27,956344163684.594,1611306459.8792,141765604.0,202505
10000033,The Citadel,365222901055632.4,34395606908.6858,351259921054283.3,32777081810.953697,359124178627.0,2108930939410.23,20787232503473.76,3906812986054.9697,658894811591.4296,1438089729.9711,255188390.0,202505
10000034,The Kalevala Expanse,91734497978394.23,6209431515.7593,101678439856282.72,5618433001.7993,2407119247464.0,1210118487611.9,4393170950003.82,14104788660.500002,1420467071344.7812,834907798.5646,0.0,202505
10000035,Deklein,10382864309217.225,2107344472.2809,10815612948816.7,571976450.4456999,1414996833415.0,487557325440.47,11996238387367.006,577288954404.87,523400457393.8877,795737933.9969,0.0,202505
10000036,Devoid,92901774811809.9,8855280273.819399,88391229144475.89,9158540207.0119,50638069957.0,222300457857.81,262793622342.275,708777970922.44,444426535900.0222,1614546285.2372,42868747.0,202505
